Area Type, Area, Area Name, Standard Occupational Code, Occupational Title, Employment,Mean Wage, Median Wage, Entry Wage, Experienced Wage                                                                                                                                                                                                                                             
10,7,New York City Region, 53-6061,"Transportation Attendants, Except Flight Attendants",1640,28080,28080,28080,28080
10,7,New York City Region, 53-6099," Transportation Workers, All Other",1090,39260,31540,28080,46480
10,7,New York City Region, 53-7021, Crane and Tower Operators,370,203340,168920,109770,250130
10,7,New York City Region, 53-7032,Excavating and Loading Machine and Dragline Operators,730,95160,89590,55480,115000
10,7,New York City Region, 53-7051, Industrial Truck and Tractor Operators,4250,49240,45090,32110,57800
10,7,New York City Region, 53-7061, Cleaners of Vehicles and Equipment,7430,42710,39860,28080,52120
10,7,New York City Region, 53-7062,"Laborers and Freight, Stock, and Material Movers, Hand",50500,37510,30500,28080,44210
10,7,New York City Region, 53-7063, Machine Feeders and Offbearers,n/a,33470,31630,28080,36850
10,7,New York City Region, 53-7064," Packers and Packagers, Hand",8740,29390,28080,28080,32300
10,7,New York City Region, 53-7081, Refuse and Recyclable Material Collectors,6850,63110,68910,43880,72720
10,7,New York City Region, 53-7199," Material Moving Workers, All Other",800,49780,50630,31610,58860
10,8,North Country Region, 00-0000,"Total, All Occupations",149490,47190,37760,24840,58370
10,8,North Country Region, 11-0000,Management Occupations,5580,99700,91280,57170,120970
10,8,North Country Region, 11-1011, Chief Executives,250,131660,115440,91040,151960
10,8,North Country Region, 11-1021, General and Operations Managers,1850,94890,79280,46790,118930
10,8,North Country Region, 11-1031, Legislators,550,93550,94940,90620,95020
10,8,North Country Region, 11-2021, Marketing Managers,40,145470,144020,79290,178570
10,8,North Country Region, 11-2022, Sales Managers,90,161980,125890,88620,198650
10,8,North Country Region, 11-2031, Public Relations and Fundraising Managers,30,128850,119730,87860,149350
10,8,North Country Region, 11-3011, Administrative Services Managers,210,98080,87250,61140,116550
10,8,North Country Region, 11-3021, Computer and Information Systems Managers,80,146610,132970,87090,176360
10,8,North Country Region, 11-3031,Financial Managers,140,123580,107710,79530,145610
10,8,North Country Region, 11-3051, Industrial Production Managers,120,113610,108120,73090,133870
10,8,North Country Region, 11-3061, Purchasing Managers,n/a,113670,107700,73300,133860
10,8,North Country Region, 11-3071,"Transportation, Storage, and Distribution Managers",30,101310,97840,69550,117190
10,8,North Country Region, 11-3121, Human Resources Managers,40,115280,100250,86030,129910
10,8,North Country Region, 11-3131, Training and Development Managers,20,105950,102310,68430,124710
10,8,North Country Region, 11-9021, Construction Managers,110,99480,95430,66550,115950
10,8,North Country Region, 11-9031,"Education Administrators, Preschool and Childcare Center/Program",20,59870,56560,28950,75330
10,8,North Country Region, 11-9032,"Education Administrators, Elementary and Secondary School",310,104120,99080,80680,115830
10,8,North Country Region, 11-9033," Education Administrators, Postsecondary",230,106050,94900,62650,127750
10,8,North Country Region, 11-9039," Education Administrators, All Other",30,71670,73790,42430,86300
10,8,North Country Region, 11-9041, Architectural and Engineering Managers,30,147610,143270,105020,168910
10,8,North Country Region, 11-9051,Food Service Managers,120,70390,63770,48650,81270
10,8,North Country Region, 11-9061, Funeral Service Managers,n/a,73130,76090,53520,82930
10,8,North Country Region, 11-9081,Lodging Managers,30,62430,60310,52000,67650
10,8,North Country Region, 11-9111, Medical and Health Services Managers,370,118250,96160,68840,142950
10,8,North Country Region, 11-9121, Natural Sciences Managers,20,106510,102310,83770,117880
10,8,North Country Region, 11-9131,Postmasters and Mail Superintendents,60,74260,71510,66440,78180
10,8,North Country Region, 11-9141,"Property, Real Estate, and Community Association Managers",40,77310,74920,67540,82190
10,8,North Country Region, 11-9151, Social and Community Service Managers,290,71960,68230,52580,81650
10,8,North Country Region, 11-9161, Emergency Management Directors,20,72340,73110,48330,84350
10,8,North Country Region, 11-9199," Managers, All Other",390,78770,88210,44500,95910
10,8,North Country Region, 13-0000,Business and Financial Operations Occupations,4460,66250,62350,40120,79310
10,8,North Country Region, 13-1020,Buyers and Purchasing Agents,200,62000,59860,41490,72250
10,8,North Country Region, 13-1031," Claims Adjusters, Examiners, and Investigators",50,67040,70720,44300,78410
10,8,North Country Region, 13-1041, Compliance Officers,780,73350,82280,50360,84850
10,8,North Country Region, 13-1051, Cost Estimators,120,62270,56300,39070,73860
10,8,North Country Region, 13-1071, Human Resources Specialists,350,62790,58810,41720,73330
10,8,North Country Region, 13-1075, Labor Relations Specialists,70,85800,75450,55080,101160
10,8,North Country Region, 13-1081, Logisticians,60,82520,81130,56550,95500
10,8,North Country Region, 13-1111, Management Analysts,210,82270,71870,44010,101400
10,8,North Country Region, 13-1121," Meeting, Convention, and Event Planners",50,45560,38810,29830,53430
10,8,North Country Region, 13-1131, Fundraisers,80,49630,48010,35260,56820
10,8,North Country Region, 13-1141,"Compensation, Benefits, and Job Analysis Specialists",50,60430,57130,41490,69910
10,8,North Country Region, 13-1151, Training and Development Specialists,310,57860,50370,32710,70430
10,8,North Country Region, 13-1161,Market Research Analysts and Marketing Specialists,210,55870,49800,35440,66090
10,8,North Country Region, 13-1199," Business Operations Specialists, All Other",470,68670,68640,45730,80130
10,8,North Country Region, 13-2011, Accountants and Auditors,690,62070,58630,40310,72950
10,8,North Country Region, 13-2021, Appraisers and Assessors of Real Estate,150,52260,50640,36770,60000
10,8,North Country Region, 13-2031, Budget Analysts,50,70750,68640,52710,79770
10,8,North Country Region, 13-2041, Credit Analysts,n/a,107380,82600,54610,133760
10,8,North Country Region, 13-2051, Financial Analysts,80,74220,62620,52490,85090
10,8,North Country Region, 13-2052, Personal Financial Advisors,80,125400,95300,55690,160260
10,8,North Country Region, 13-2061, Financial Examiners,n/a,57530,54740,38010,67290
10,8,North Country Region, 13-2071, Credit Counselors,40,51350,50260,44040,55000
10,8,North Country Region, 13-2072, Loan Officers,240,52370,45790,35130,60980
10,8,North Country Region, 13-2081," Tax Examiners and Collectors, and Revenue Agents",40,56540,52570,39910,64860
10,8,North Country Region, 13-2082,Tax Preparers,20,68600,55620,41040,82380
10,8,North Country Region, 15-0000,Computer and Mathematical Occupations,1560,70630,63710,42080,84900
10,8,North Country Region, 15-1121, Computer Systems Analysts,140,81590,75950,53500,95640
10,8,North Country Region, 15-1122, Information Security Analysts,30,72840,71170,56780,80880
10,8,North Country Region, 15-1131, Computer Programmers,110,67510,62070,53030,74750
10,8,North Country Region, 15-1132," Software Developers, Applications",90,119230,106060,72370,142670
10,8,North Country Region, 15-1133," Software Developers, Systems Software",60,101740,95830,65690,119770
10,8,North Country Region, 15-1134, Web Developers,40,46850,40720,34470,53030
10,8,North Country Region, 15-1141, Database Administrators,30,69320,65870,46540,80710
10,8,North Country Region, 15-1142, Network and Computer Systems Administrators,210,70090,70150,44730,82760
10,8,North Country Region, 15-1143, Computer Network Architects,20,86710,78990,54850,102640
10,8,North Country Region, 15-1151, Computer User Support Specialists,380,46640,45980,31690,54110
10,8,North Country Region, 15-1152, Computer Network Support Specialists,n/a,74850,64770,50100,87230
10,8,North Country Region, 15-1199," Computer Occupations, All Other",120,78670,77150,60300,87860
10,8,North Country Region, 17-0000,Architecture and Engineering Occupations,1260,73940,70250,45700,88060
10,8,North Country Region, 17-1011," Architects, Except Landscape and Naval",60,114640,108610,59470,142220
10,8,North Country Region, 17-1022, Surveyors,60,57990,58730,40870,66540
10,8,North Country Region, 17-2051, Civil Engineers,230,78290,76620,54600,90130
10,8,North Country Region, 17-2071, Electrical Engineers,50,88250,81690,65270,99730
10,8,North Country Region, 17-2072," Electronics Engineers, Except Computer",20,81170,79430,51270,96120
10,8,North Country Region, 17-2081, Environmental Engineers,80,75670,73130,49960,88520
10,8,North Country Region, 17-2111,"Health and Safety Engineers, Except Mining Safety Engineers and Inspectors",20,70510,65390,53130,79210
10,8,North Country Region, 17-2112, Industrial Engineers,170,90020,82250,65450,102300
10,8,North Country Region, 17-2131, Materials Engineers,20,87050,79420,68180,96480
10,8,North Country Region, 17-2141, Mechanical Engineers,120,85120,80060,65140,95110
10,8,North Country Region, 17-2199," Engineers, All Other",30,91860,92000,77790,98890
10,8,North Country Region, 17-3011, Architectural and Civil Drafters,40,42420,43250,32030,47620
10,8,North Country Region, 17-3013, Mechanical Drafters,40,50770,49060,33630,59350
10,8,North Country Region, 17-3022, Civil Engineering Technicians,30,45910,45650,30490,53620
10,8,North Country Region, 17-3023, Electrical and Electronic Engineering Technicians,80,65760,63120,46220,75520
10,8,North Country Region, 17-3026, Industrial Engineering Technicians,40,56430,57240,42590,63340
10,8,North Country Region, 17-3029,"Engineering Technicians, Except Drafters, All Other",70,58980,58330,43220,66860
10,8,North Country Region, 17-3031, Surveying and Mapping Technicians,80,43730,44570,31120,50040
10,8,North Country Region, 19-0000,"Life, Physical, and Social Science Occupations",970,63670,62290,36550,77230
10,8,North Country Region, 19-1021, Biochemists and Biophysicists,n/a,67370,65580,41810,80150
10,8,North Country Region, 19-1023, Zoologists and Wildlife Biologists,30,71090,72490,58630,77310
10,8,North Country Region, 19-1029," Biological Scientists, All Other",30,78290,80970,67580,83640
10,8,North Country Region, 19-1031, Conservation Scientists,20,75870,72920,52630,87490
10,8,North Country Region, 19-1032, Foresters,60,59890,58160,47900,65890
10,8,North Country Region, 19-2031, Chemists,30,70290,68740,48400,81240
10,8,North Country Region, 19-2041,"Environmental Scientists and Specialists, Including Health",80,74020,73180,56210,82920
10,8,North Country Region, 19-3031," Clinical, Counseling, and School Psychologists",210,78500,76110,58050,88720
10,8,North Country Region, 19-3051, Urban and Regional Planners,20,67900,69500,50020,76830
10,8,North Country Region, 19-3093, Historians,30,29220,28690,26600,30530
10,8,North Country Region, 19-4011, Agricultural and Food Science Technicians,40,45880,45110,34160,51750
10,8,North Country Region, 19-4021, Biological Technicians,60,40830,38200,34860,43820
10,8,North Country Region, 19-4031, Chemical Technicians,60,38980,33650,28340,44300
10,8,North Country Region, 19-4091,"Environmental Science and Protection Technicians, Including Health",n/a,46360,46710,32090,53490
10,8,North Country Region, 19-4093, Forest and Conservation Technicians,50,48120,45330,35190,54590
10,8,North Country Region, 19-4099,"Life, Physical, and Social Science Technicians, All Other",30,59540,57310,44200,67210
10,8,North Country Region, 21-0000,Community and Social Service Occupations,3720,50330,47410,30830,60080
10,8,North Country Region, 21-1012,"Educational, Guidance, School, and Vocational Counselors",410,60200,57680,39060,70770
10,8,North Country Region, 21-1015, Rehabilitation Counselors,230,42150,37840,29760,48350
10,8,North Country Region, 21-1018,"Substance abuse, behavioral disorder, and mental health counselors?(OES-specific code and title)",290,46870,43250,31920,54340
10,8,North Country Region, 21-1019," Counselors, All Other",20,51910,55070,40560,57580
10,8,North Country Region, 21-1021," Child, Family, and School Social Workers",420,50750,48240,37820,57210
10,8,North Country Region, 21-1022, Healthcare Social Workers,220,55320,53560,43290,61330
10,8,North Country Region, 21-1023, Mental Health and Substance Abuse Social Workers,290,59740,57050,41770,68730
10,8,North Country Region, 21-1029,"Social Workers, All Other",150,65250,63520,53130,71310
10,8,North Country Region, 21-1091, Health Educators,100,52180,48280,35360,60590
10,8,North Country Region, 21-1092,Probation Officers and Correctional Treatment Specialists,300,68380,68320,54180,75480
10,8,North Country Region, 21-1093, Social and Human Service Assistants,800,35660,31650,25740,40620
10,8,North Country Region, 21-1094, Community Health Workers,160,40430,37790,27880,46710
10,8,North Country Region, 21-1099,"Community and Social Service Specialists, All Other",120,57980,56750,40430,66750
10,8,North Country Region, 21-2011, Clergy,140,52170,39990,26800,64850
10,8,North Country Region, 21-2021," Directors, Religious Activities and Education",80,39700,37180,26120,46490
10,8,North Country Region, 23-0000,Legal Occupations,750,106330,87970,43500,137750
10,8,North Country Region, 23-1011, Lawyers,300,124120,93350,62330,155010
10,8,North Country Region, 23-1023," Judges, Magistrate Judges, and Magistrates",200,153090,154780,142790,158240
10,8,North Country Region, 23-2011, Paralegals and Legal Assistants,160,49060,46030,34060,56560
10,8,North Country Region, 23-2093," Title Examiners, Abstractors, and Searchers",60,40210,42930,29470,45580
10,8,North Country Region, 25-0000,"Education, Training, and Library Occupations",13300,53840,49240,25910,67810
10,8,North Country Region, 25-1011," Business Teachers, Postsecondary",160,95160,82310,47570,118950
10,8,North Country Region, 25-1021," Computer Science Teachers, Postsecondary",40,91460,88830,55330,109520
10,8,North Country Region, 25-1022," Mathematical Science Teachers, Postsecondary",100,97190,82510,48650,121460
10,8,North Country Region, 25-1032," Engineering Teachers, Postsecondary",180,96240,92700,59040,114850
10,8,North Country Region, 25-1042," Biological Science Teachers, Postsecondary",90,85130,74790,49730,102820
10,8,North Country Region, 25-1043,"Forestry and Conservation Science Teachers, Postsecondary",n/a,86220,77510,49240,104720
10,8,North Country Region, 25-1052," Chemistry Teachers, Postsecondary",80,88870,84500,49690,108470
10,8,North Country Region, 25-1053," Environmental Science Teachers, Postsecondary",n/a,60760,59810,49520,66390
10,8,North Country Region, 25-1054," Physics Teachers, Postsecondary",40,98700,93360,57100,119500
10,8,North Country Region, 25-1062,"Area, Ethnic, and Cultural Studies Teachers, Postsecondary",60,64310,56840,39530,76700
10,8,North Country Region, 25-1063," Economics Teachers, Postsecondary",30,96640,82930,53540,118180
10,8,North Country Region, 25-1066," Psychology Teachers, Postsecondary",50,88220,79650,53390,105630
10,8,North Country Region, 25-1067," Sociology Teachers, Postsecondary",n/a,90160,79040,64640,102910
10,8,North Country Region, 25-1069,"Social Sciences Teachers, Postsecondary, All Other",50,65700,60000,42740,77170
10,8,North Country Region, 25-1071," Health Specialties Teachers, Postsecondary",90,77620,62970,46280,93290
10,8,North Country Region, 25-1072," Nursing Instructors and Teachers, Postsecondary",80,89200,77810,58520,104540
10,8,North Country Region, 25-1081," Education Teachers, Postsecondary",n/a,65390,62820,37720,79230
10,8,North Country Region, 25-1111,"Criminal Justice and Law Enforcement Teachers, Postsecondary",40,54380,50030,39210,61970
10,8,North Country Region, 25-1121," Art, Drama, and Music Teachers, Postsecondary",n/a,73210,67040,35970,91830
10,8,North Country Region, 25-1122," Communications Teachers, Postsecondary",n/a,65590,62280,38800,78990
10,8,North Country Region, 25-1123,"English Language and Literature Teachers, Postsecondary",100,80760,66460,43320,99480
10,8,North Country Region, 25-1124,"Foreign Language and Literature Teachers, Postsecondary",40,77670,67780,46130,93430
10,8,North Country Region, 25-1125," History Teachers, Postsecondary",40,83130,83510,46880,101250
10,8,North Country Region, 25-1193,"Recreation and Fitness Studies Teachers, Postsecondary",70,76420,58730,39520,94870
10,8,North Country Region, 25-1194," Vocational Education Teachers, Postsecondary",160,59970,60190,45750,67080
10,8,North Country Region, 25-1199,"Postsecondary Teachers, All Other",110,53460,41290,33920,63240
10,8,North Country Region, 25-2011," Preschool Teachers, Except Special Education",250,40810,31790,24140,49140
10,8,North Country Region, 25-2012," Kindergarten Teachers, Except Special Education",200,67560,61850,46110,78290
10,8,North Country Region, 25-2021,"Elementary School Teachers, Except Special Education",1740,64940,62300,43930,75450
10,8,North Country Region, 25-2022,"Middle School Teachers, Except Special and Career/Technical Education",740,74060,70610,50770,85710
10,8,North Country Region, 25-2023,"Career/Technical  Education Teachers, Middle School",40,77510,76130,60940,85800
10,8,North Country Region, 25-2031,"Secondary School Teachers, Except Special and Career/Technical Education",1260,63830,63360,47550,71970
10,8,North Country Region, 25-2032,"Career/Technical Education Teachers, Secondary School",290,61590,59050,46250,69260
10,8,North Country Region, 25-2052,"Special Education Teachers, Kindergarten and Elementary School",310,66860,63700,49700,75440
10,8,North Country Region, 25-2053," Special Education Teachers, Middle School",220,71000,67180,52070,80460
10,8,North Country Region, 25-2054," Special Education Teachers, Secondary School",310,73050,70060,53180,82980
10,8,North Country Region, 25-3011,Adult Basic and Secondary Education and Literacy Teachers and Instructors,20,71010,70560,51320,80860
10,8,North Country Region, 25-3021, Self-Enrichment Education Teachers,150,39680,37580,29410,44810
10,8,North Country Region, 25-3097,"Teachers and Instructors, All Other, Except Substitute Teachers",230,53870,56720,32460,64570
10,8,North Country Region, 25-3098,Substitute teachers,1340,28360,27280,23590,30750
10,8,North Country Region, 25-4012, Curators,30,45830,46500,26280,55600
10,8,North Country Region, 25-4021, Librarians,220,57670,57960,36420,68290
10,8,North Country Region, 25-4031, Library Technicians,180,30150,25130,23088,33770
10,8,North Country Region, 25-9011,Audio-Visual and Multimedia Collections Specialists,30,55600,48050,43650,61580
10,8,North Country Region, 25-9031, Instructional Coordinators,190,57210,54890,33360,69140
10,8,North Country Region, 25-9041, Teacher Assistants,2970,28320,24960,23088,31010
10,8,North Country Region, 27-0000,"Arts, Design, Entertainment, Sports, and Media Occupations",1150,47950,39000,24740,59560
10,8,North Country Region, 27-1023, Floral Designers,40,25490,24100,23088,27220
10,8,North Country Region, 27-1024, Graphic Designers,120,44240,40580,29810,51450
10,8,North Country Region, 27-1025, Interior Designers,40,42480,36940,32380,47530
10,8,North Country Region, 27-1026, Merchandise Displayers and Window Trimmers,40,31250,30530,23490,35130
10,8,North Country Region, 27-2012, Producers and Directors,40,48760,46840,32330,56980
10,8,North Country Region, 27-2022, Coaches and Scouts,270,47550,39690,23088,60040
10,8,North Country Region, 27-2041, Music Directors and Composers,90,63720,52990,26070,82550
10,8,North Country Region, 27-3011, Radio and Television Announcers,n/a,32310,24700,23088,37000
10,8,North Country Region, 27-3022, Reporters and Correspondents,50,34370,33710,26080,38510
10,8,North Country Region, 27-3031, Public Relations Specialists,100,48770,43410,30100,58100
10,8,North Country Region, 27-3041, Editors,70,42430,40460,32290,47490
10,8,North Country Region, 27-3042, Technical Writers,n/a,61600,53770,46030,69380
10,8,North Country Region, 27-3091, Interpreters and Translators,30,49060,37510,26240,60470
10,8,North Country Region, 27-4011, Audio and Video Equipment Technicians,n/a,48170,41570,35150,54680
10,8,North Country Region, 27-4012, Broadcast Technicians,30,31420,26520,23088,35900
10,8,North Country Region, 27-4021, Photographers,n/a,41010,35870,26720,48160
10,8,North Country Region, 29-0000,Healthcare Practitioners and Technical Occupations,10820,80710,65630,39940,101100
10,8,North Country Region, 29-1011, Chiropractors,n/a,92270,94600,84190,96310
10,8,North Country Region, 29-1021," Dentists, General",110,211850,192530,127340,254110
10,8,North Country Region, 29-1031, Dietitians and Nutritionists,70,70330,67490,53730,78630
10,8,North Country Region, 29-1041, Optometrists,n/a,89630,95680,78070,95410
10,8,North Country Region, 29-1051, Pharmacists,400,120370,127280,82670,139210
10,8,North Country Region, 29-1062, Family and General Practitioners,60,243230,,178880,275400
10,8,North Country Region, 29-1064, Obstetricians and Gynecologists,n/a,251570,,151070,301820
10,8,North Country Region, 29-1065," Pediatricians, General",40,207690,193250,105060,259010
10,8,North Country Region, 29-1066, Psychiatrists,40,242430,,174910,276200
10,8,North Country Region, 29-1067, Surgeons,n/a,310950,,,
10,8,North Country Region, 29-1069," Physicians and Surgeons, All Other",450,275070,,,
10,8,North Country Region, 29-1071, Physician Assistants,180,129410,126060,104610,141820
10,8,North Country Region, 29-1122, Occupational Therapists,210,74160,72670,51950,85260
10,8,North Country Region, 29-1123, Physical Therapists,340,81050,81800,63610,89770
10,8,North Country Region, 29-1124, Radiation Therapists,20,84270,81040,68450,92180
10,8,North Country Region, 29-1125, Recreational Therapists,20,52330,54350,36360,60310
10,8,North Country Region, 29-1126, Respiratory Therapists,80,70380,70340,57240,76950
10,8,North Country Region, 29-1127, Speech-Language Pathologists,240,71840,69340,54140,80680
10,8,North Country Region, 29-1131, Veterinarians,150,111690,101910,82940,126060
10,8,North Country Region, 29-1141, Registered Nurses,3710,71760,71030,54180,80550
10,8,North Country Region, 29-1151, Nurse Anesthetists,20,253070,,195130,282030
10,8,North Country Region, 29-1161, Nurse Midwives,n/a,90010,90950,59100,105470
10,8,North Country Region, 29-1171, Nurse Practitioners,230,112040,110700,88180,123960
10,8,North Country Region, 29-1199,"Health Diagnosing and Treating Practitioners, All Other",n/a,65090,56520,45660,74810
10,8,North Country Region, 29-2010,Clinical Laboratory Technologists and Technicians,360,61400,62110,41600,71300
10,8,North Country Region, 29-2021, Dental Hygienists,300,70590,72290,57900,76930
10,8,North Country Region, 29-2031, Cardiovascular Technologists and Technicians,100,63380,64380,44120,73020
10,8,North Country Region, 29-2032, Diagnostic Medical Sonographers,80,71080,69200,56000,78620
10,8,North Country Region, 29-2033, Nuclear Medicine Technologists,20,85710,87810,72030,92550
10,8,North Country Region, 29-2034, Radiologic Technologists,240,60100,59520,45250,67520
10,8,North Country Region, 29-2035, Magnetic Resonance Imaging Technologists,30,76970,75160,58470,86220
10,8,North Country Region, 29-2041, Emergency Medical Technicians and Paramedics,410,39270,38850,29770,44020
10,8,North Country Region, 29-2051, Dietetic Technicians,20,43920,40110,36160,47800
10,8,North Country Region, 29-2052, Pharmacy Technicians,360,32300,30370,25610,35640
10,8,North Country Region, 29-2055, Surgical Technologists,80,46720,45860,33030,53560
10,8,North Country Region, 29-2056, Veterinary Technologists and Technicians,250,40600,42220,31940,44930
10,8,North Country Region, 29-2057, Ophthalmic Medical Technicians,60,33560,31770,28120,36280
10,8,North Country Region, 29-2061, Licensed Practical and Licensed Vocational Nurses,1410,41720,41390,34560,45300
10,8,North Country Region, 29-2071,Medical Records and Health Information Technicians,250,41380,39840,29770,47180
10,8,North Country Region, 29-2081," Opticians, Dispensing",n/a,46500,46490,31900,53790
10,8,North Country Region, 29-2099," Health Technologists and Technicians, All Other",50,51170,53260,37570,57970
10,8,North Country Region, 29-9011, Occupational Health and Safety Specialists,80,71970,71080,48470,83730
10,8,North Country Region, 29-9012, Occupational Health and Safety Technicians,n/a,58290,53230,43320,65780
10,8,North Country Region, 29-9091, Athletic Trainers,30,52890,54100,39140,59760
10,8,North Country Region, 29-9099,"Healthcare Practitioners and Technical Workers, All Other",20,93160,92060,79920,99780
10,8,North Country Region, 31-0000,Healthcare Support Occupations,4800,34260,31690,25070,38850
10,8,North Country Region, 31-1011, Home Health Aides,910,29630,27570,24090,32400
10,8,North Country Region, 31-1014, Nursing Assistants,1960,30520,29130,24430,33560
10,8,North Country Region, 31-1015, Orderlies,30,34160,33080,24940,38780
10,8,North Country Region, 31-2011, Occupational Therapy Assistants,50,54020,54360,44920,58570
10,8,North Country Region, 31-2021, Physical Therapist Assistants,150,48920,48550,37580,54590
10,8,North Country Region, 31-2022, Physical Therapist Aides,n/a,32710,31590,28770,34680
10,8,North Country Region, 31-9011, Massage Therapists,20,73050,63140,55580,81780
10,8,North Country Region, 31-9091, Dental Assistants,300,36520,36900,29690,39930
10,8,North Country Region, 31-9092, Medical Assistants,210,37850,36890,29270,42140
10,8,North Country Region, 31-9093, Medical Equipment Preparers,40,41490,40300,33350,45560
10,8,North Country Region, 31-9094, Medical Transcriptionists,30,43340,41400,36840,46590
10,8,North Country Region, 31-9095, Pharmacy Aides,130,27780,25090,24020,29660
10,8,North Country Region, 31-9096,Veterinary Assistants and Laboratory Animal Caretakers,60,32350,32570,25090,35980
10,8,North Country Region, 31-9097, Phlebotomists,170,34220,33080,28260,37210
10,8,North Country Region, 31-9099," Healthcare Support Workers, All Other",180,36170,35430,25010,41740
10,8,North Country Region, 33-0000,Protective Service Occupations,7370,62970,65100,39870,74520
10,8,North Country Region, 33-1011, First-Line Supervisors of Correctional Officers,390,83710,85360,68350,91390
10,8,North Country Region, 33-1012, First-Line Supervisors of Police and Detectives,200,93080,84230,66030,106600
10,8,North Country Region, 33-1021,First-Line Supervisors of Fire Fighting and Prevention Workers,70,74590,76730,59910,81930
10,8,North Country Region, 33-1099,"First-Line Supervisors of Protective Service Workers, All Other",70,64130,60920,49680,71360
10,8,North Country Region, 33-2011, Firefighters,220,50740,54380,33580,59320
10,8,North Country Region, 33-3011, Bailiffs,60,62140,67430,41000,72720
10,8,North Country Region, 33-3012, Correctional Officers and Jailers,3870,64670,67400,51020,71500
10,8,North Country Region, 33-3021, Detectives and Criminal Investigators,370,88350,88340,68960,98050
10,8,North Country Region, 33-3031, Fish and Game Wardens,80,72760,73780,63600,77340
10,8,North Country Region, 33-3051, Police and Sheriff's Patrol Officers,830,70090,68730,48090,81090
10,8,North Country Region, 33-9011, Animal Control Workers,50,35690,34080,27150,39950
10,8,North Country Region, 33-9032, Security Guards,470,39520,36930,28550,45010
10,8,North Country Region, 33-9091, Crossing Guards,30,26040,24560,23500,27300
10,8,North Country Region, 33-9092,"Lifeguards, Ski Patrol, and Other Recreational Protective Service",150,25140,24260,23088,26230
10,8,North Country Region, 33-9093, Transportation Security Screeners,70,39310,38860,33660,42140
10,8,North Country Region, 33-9099," Protective Service Workers, All Other",410,30160,26520,23140,33670
10,8,North Country Region, 35-0000,Food Preparation and Serving Related Occupations,15360,27840,24870,23100,30210
10,8,North Country Region, 35-1011, Chefs and Head Cooks,150,51430,50420,34110,60090
10,8,North Country Region, 35-1012,First-Line Supervisors of Food Preparation and Serving Workers,670,39710,37190,28120,45510
10,8,North Country Region, 35-2011," Cooks, Fast Food",140,26640,25500,24420,27750
10,8,North Country Region, 35-2012," Cooks, Institution and Cafeteria",400,34570,32580,26560,38570
10,8,North Country Region, 35-2014," Cooks, Restaurant",1810,28570,26880,23950,30880
10,8,North Country Region, 35-2015," Cooks, Short Order",310,27190,25600,24190,28680
10,8,North Country Region, 35-2021, Food Preparation Workers,880,25210,24300,23150,26250
10,8,North Country Region, 35-3011, Bartenders,1100,26920,24170,23088,28940
10,8,North Country Region, 35-3021,"Combined Food Preparation and Serving Workers, Including Fast Food",4790,25350,24280,23088,26490
10,8,North Country Region, 35-3022,"Counter Attendants, Cafeteria, Food Concession, and Coffee Shop",170,27270,24810,23890,28960
10,8,North Country Region, 35-3031, Waiters and Waitresses,2830,30080,25290,23088,33810
10,8,North Country Region, 35-3041," Food Servers, Nonrestaurant",340,26700,25350,23850,28130
10,8,North Country Region, 35-9011,Dining Room and Cafeteria Attendants and Bartender Helpers,410,23900,23088,23088,24680
10,8,North Country Region, 35-9021, Dishwashers,930,24260,23390,23088,25210
10,8,North Country Region, 35-9031,"Hosts and Hostesses, Restaurant, Lounge, and Coffee Shop",370,24950,23600,23088,26260
10,8,North Country Region, 35-9099,"Food Preparation and Serving Related Workers, All Other",40,27720,28280,25590,28790
10,8,North Country Region, 37-0000,Building and Grounds Cleaning and Maintenance Occupations,5130,31880,29320,23970,35830
10,8,North Country Region, 37-1011,First-Line Supervisors of Housekeeping and Janitorial Workers,140,47380,45580,35150,53500
10,8,North Country Region, 37-1012,"First-Line Supervisors of Landscaping, Lawn Service, and Groundskeeping Workers",60,50190,43720,34560,58000
10,8,North Country Region, 37-2011,"Janitors and Cleaners, Except Maids and Housekeeping Cleaners",2970,31200,29460,23950,34820
10,8,North Country Region, 37-2012, Maids and Housekeeping Cleaners,950,27920,26240,23600,30070
10,8,North Country Region, 37-2021, Pest Control Workers,20,34290,32520,25390,38740
10,8,North Country Region, 37-3011, Landscaping and Groundskeeping Workers,910,31320,29640,24320,34820
10,8,North Country Region, 37-3013, Tree Trimmers and Pruners,n/a,44860,40480,36460,49060
10,8,North Country Region, 37-3019," Grounds Maintenance Workers, All Other",n/a,40080,35030,28740,45750
10,8,North Country Region, 39-0000,Personal Care and Service Occupations,7470,30530,26720,23540,34020
10,8,North Country Region, 39-1021,First-Line Supervisors of Personal Service Workers,450,43550,40280,29240,50710
10,8,North Country Region, 39-2021, Nonfarm Animal Caretakers,190,25700,24670,23540,26790
10,8,North Country Region, 39-3031," Ushers, Lobby Attendants, and Ticket Takers",n/a,24690,23088,23088,25860
10,8,North Country Region, 39-3091, Amusement and Recreation Attendants,260,25450,24510,23120,26620
10,8,North Country Region, 39-4021, Funeral Attendants,n/a,27010,25890,23088,29340
10,8,North Country Region, 39-4031," Morticians, Undertakers, and Funeral Directors",40,53860,52400,37590,62000
10,8,North Country Region, 39-5012," Hairdressers, Hairstylists, and Cosmetologists",370,26330,23920,23088,28160
10,8,North Country Region, 39-5092, Manicurists and Pedicurists,n/a,26560,25710,24050,27810
